Source,Target,Count,Stage
F03,F01,374.0,d2-d3
F01,J69,32.0,d3-d4
F10,F03,3796.0,d1-d2
F03,J69,226.0,d2-d3
F10,F03,3796.0,d1-d2
F03,F02,29.0,d2-d3
F10,K22,5250.0,d1-d2
K22,J86,29.0,d2-d3
F10,K22,5250.0,d1-d2
K22,K72,133.0,d2-d3
F10,K22,5250.0,d1-d2
K22,J69,181.0,d2-d3
F10,I98,2556.0,d1-d2
I98,A41,292.0,d2-d3
F10,I98,2556.0,d1-d2
I98,G31,196.0,d2-d3
G31,A41,20.0,d3-d4
F10,I98,2556.0,d1-d2
I98,G31,196.0,d2-d3
G31,J18,31.0,d3-d4
F10,I98,2556.0,d1-d2
I98,K59,168.0,d2-d3
K59,A41,26.0,d3-d4
F10,I98,2556.0,d1-d2
I98,K59,168.0,d2-d3
K59,J18,23.0,d3-d4
F10,I98,2556.0,d1-d2
I98,N19,140.0,d2-d3
N19,N17,20.0,d3-d4
F10,I98,2556.0,d1-d2
I98,G93,180.0,d2-d3
F10,I98,2556.0,d1-d2
I98,K72,332.0,d2-d3
F10,I98,2556.0,d1-d2
I98,N18,88.0,d2-d3
N18,A41,20.0,d3-d4
F10,E83,2317.0,d1-d2
E83,I46,59.0,d2-d3
F10,E83,2317.0,d1-d2
E83,J69,97.0,d2-d3
F10,K74,1980.0,d1-d2
K74,A41,199.0,d2-d3
F10,K74,1980.0,d1-d2
K74,J69,64.0,d2-d3
F10,K74,1980.0,d1-d2
K74,G93,116.0,d2-d3
F10,K74,1980.0,d1-d2
K74,K72,232.0,d2-d3
F10,M81,1911.0,d1-d2
M81,A04,45.0,d2-d3
F10,M81,1911.0,d1-d2
M81,J69,70.0,d2-d3
F10,M81,1911.0,d1-d2
M81,L89,31.0,d2-d3
F10,M81,1911.0,d1-d2
M81,J96,88.0,d2-d3
F10,G81,1474.0,d1-d2
G81,A41,82.0,d2-d3
F10,D69,1767.0,d1-d2
D69,J69,55.0,d2-d3
F10,I69,1492.0,d1-d2
I69,A41,84.0,d2-d3
F10,I69,1492.0,d1-d2
I69,J69,79.0,d2-d3
F10,C22,478.0,d1-d2
C22,K72,33.0,d2-d3
F10,C22,478.0,d1-d2
C22,A41,42.0,d2-d3
F10,G41,786.0,d1-d2
F10,F39,632.0,d1-d2
F10,C15,512.0,d1-d2
C15,J69,35.0,d2-d3
F10,J86,439.0,d1-d2
F10,M80,542.0,d1-d2
M80,J69,29.0,d2-d3
F10,M80,542.0,d1-d2
M80,A41,50.0,d2-d3
F10,J15,727.0,d1-d2
F10,D68,787.0,d1-d2
K52,J18,14269.0,d1-d2
J18,J69,556.0,d2-d3
K52,F03,6152.0,d1-d2
F03,G30,470.0,d2-d3
G30,J69,30.0,d3-d4
K52,F03,6152.0,d1-d2
F03,J69,376.0,d2-d3
K52,F03,6152.0,d1-d2
F03,F00,348.0,d2-d3
F00,J69,21.0,d3-d4
K52,F03,6152.0,d1-d2
F03,F01,523.0,d2-d3
F01,J69,56.0,d3-d4
K52,F03,6152.0,d1-d2
F03,F02,61.0,d2-d3
K52,J69,2910.0,d1-d2
K52,F06,2222.0,d1-d2
F06,F03,440.0,d2-d3
F03,F01,42.0,d3-d4
K52,F06,2222.0,d1-d2
F06,F03,440.0,d2-d3
F03,F00,30.0,d3-d4
K52,F06,2222.0,d1-d2
F06,F03,440.0,d2-d3
F03,G30,37.0,d3-d4
K52,F06,2222.0,d1-d2
F06,F03,440.0,d2-d3
F03,J69,24.0,d3-d4
K52,F06,2222.0,d1-d2
F06,A41,183.0,d2-d3
K52,F06,2222.0,d1-d2
F06,J69,136.0,d2-d3
K52,F01,2444.0,d1-d2
F01,J69,199.0,d2-d3
K52,J15,850.0,d1-d2
K52,F00,1239.0,d1-d2
F00,J69,58.0,d2-d3
K52,I46,1702.0,d1-d2
K52,L89,1133.0,d1-d2
K52,A41,8308.0,d1-d2
K52,A49,2158.0,d1-d2
K52,K51,4354.0,d1-d2
K51,K50,367.0,d2-d3
K50,A41,22.0,d3-d4
K52,K51,4354.0,d1-d2
K51,K50,367.0,d2-d3
K50,N17,20.0,d3-d4
K52,K51,4354.0,d1-d2
K51,K50,367.0,d2-d3
K50,K91,22.0,d3-d4
K52,F05,3047.0,d1-d2
F05,J69,203.0,d2-d3
K52,K50,3446.0,d1-d2
K50,A41,150.0,d2-d3
K52,K50,3446.0,d1-d2
K50,K66,72.0,d2-d3
K52,A08,1435.0,d1-d2
K52,K72,613.0,d1-d2
K52,E46,509.0,d1-d2
I21,J90,6905.0,d1-d2
J90,I46,208.0,d2-d3
I21,J90,6905.0,d1-d2
J90,J69,173.0,d2-d3
I21,J91,2027.0,d1-d2
J91,I46,100.0,d2-d3
I21,I25,130172.0,d1-d2
I25,J90,3886.0,d2-d3
J90,J91,142.0,d3-d4
I21,I25,130172.0,d1-d2
I25,J90,3886.0,d2-d3
J90,I46,82.0,d3-d4
I21,I25,130172.0,d1-d2
I25,J90,3886.0,d2-d3
J90,J69,78.0,d3-d4
I21,I25,130172.0,d1-d2
I25,J22,8778.0,d2-d3
J22,I46,242.0,d3-d4
I21,I25,130172.0,d1-d2
I25,J22,8778.0,d2-d3
J22,J18,1185.0,d3-d4
I21,I25,130172.0,d1-d2
I25,J22,8778.0,d2-d3
J22,J96,282.0,d3-d4
I21,I25,130172.0,d1-d2
I25,J22,8778.0,d2-d3
J22,J69,217.0,d3-d4
I21,I25,130172.0,d1-d2
I25,J22,8778.0,d2-d3
J22,J15,76.0,d3-d4
I21,I25,130172.0,d1-d2
I25,J98,2083.0,d2-d3
J98,I46,35.0,d3-d4
I21,I25,130172.0,d1-d2
I25,J98,2083.0,d2-d3
J98,J69,25.0,d3-d4
I21,I25,130172.0,d1-d2
I25,J98,2083.0,d2-d3
J98,C79,32.0,d3-d4
I21,I25,130172.0,d1-d2
I25,J18,7813.0,d2-d3
J18,J69,216.0,d3-d4
I21,I25,130172.0,d1-d2
I25,D64,5550.0,d2-d3
D64,J18,698.0,d3-d4
I21,I25,130172.0,d1-d2
I25,D64,5550.0,d2-d3
D64,A41,364.0,d3-d4
I21,I25,130172.0,d1-d2
I25,D64,5550.0,d2-d3
D64,I46,141.0,d3-d4
I21,I25,130172.0,d1-d2
I25,D64,5550.0,d2-d3
D64,A49,96.0,d3-d4
I21,I25,130172.0,d1-d2
I25,D64,5550.0,d2-d3
D64,J69,113.0,d3-d4
I21,I25,130172.0,d1-d2
I25,D64,5550.0,d2-d3
D64,K55,98.0,d3-d4
I21,I25,130172.0,d1-d2
I25,D64,5550.0,d2-d3
D64,D63,90.0,d3-d4
I21,I25,130172.0,d1-d2
I25,D64,5550.0,d2-d3
D64,D53,20.0,d3-d4
I21,I25,130172.0,d1-d2
I25,D64,5550.0,d2-d3
D64,J96,110.0,d3-d4
I21,I25,130172.0,d1-d2
I25,D64,5550.0,d2-d3
D64,C80,51.0,d3-d4
I21,I25,130172.0,d1-d2
I25,D64,5550.0,d2-d3
D64,K65,28.0,d3-d4
I21,I25,130172.0,d1-d2
I25,D64,5550.0,d2-d3
D64,G93,20.0,d3-d4
I21,I25,130172.0,d1-d2
I25,D64,5550.0,d2-d3
D64,J17,21.0,d3-d4
I21,I25,130172.0,d1-d2
I25,I95,5015.0,d2-d3
I95,J18,570.0,d3-d4
I21,I25,130172.0,d1-d2
I25,I95,5015.0,d2-d3
I95,F03,191.0,d3-d4
I21,I25,130172.0,d1-d2
I25,I95,5015.0,d2-d3
I95,F01,111.0,d3-d4
I21,I25,130172.0,d1-d2
I25,I95,5015.0,d2-d3
I95,L89,36.0,d3-d4
I21,I25,130172.0,d1-d2
I25,I95,5015.0,d2-d3
I95,F05,181.0,d3-d4
I21,I25,130172.0,d1-d2
I25,I95,5015.0,d2-d3
I95,J69,103.0,d3-d4
I21,I25,130172.0,d1-d2
I25,I95,5015.0,d2-d3
I95,I61,22.0,d3-d4
I21,I25,130172.0,d1-d2
I25,I95,5015.0,d2-d3
I95,F00,34.0,d3-d4
I21,I25,130172.0,d1-d2
I25,N19,2761.0,d2-d3
N19,N18,484.0,d3-d4
I21,I25,130172.0,d1-d2
I25,N19,2761.0,d2-d3
N19,N17,308.0,d3-d4
I21,I25,130172.0,d1-d2
I25,N19,2761.0,d2-d3
N19,I12,109.0,d3-d4
I21,I25,130172.0,d1-d2
I25,N19,2761.0,d2-d3
N19,I46,108.0,d3-d4
I21,I25,130172.0,d1-d2
I25,N19,2761.0,d2-d3
N19,N03,37.0,d3-d4
I21,I25,130172.0,d1-d2
I25,K92,3657.0,d2-d3
K92,A41,182.0,d3-d4
I21,I25,130172.0,d1-d2
I25,K92,3657.0,d2-d3
K92,J69,85.0,d3-d4
I21,I25,130172.0,d1-d2
I25,K92,3657.0,d2-d3
K92,J18,353.0,d3-d4
I21,I25,130172.0,d1-d2
I25,K92,3657.0,d2-d3
K92,I46,103.0,d3-d4
I21,I25,130172.0,d1-d2
I25,K92,3657.0,d2-d3
K92,K65,24.0,d3-d4
I21,I25,130172.0,d1-d2
I25,N17,6572.0,d2-d3
N17,J69,199.0,d3-d4
I21,I25,130172.0,d1-d2
I25,D68,245.0,d2-d3
I21,I25,130172.0,d1-d2
I25,E87,3499.0,d2-d3
E87,J69,94.0,d3-d4
I21,I25,130172.0,d1-d2
I25,E87,3499.0,d2-d3
E87,I46,105.0,d3-d4
I21,I25,130172.0,d1-d2
I25,I22,3536.0,d2-d3
I21,I25,130172.0,d1-d2
I25,J96,1446.0,d2-d3
I21,I25,130172.0,d1-d2
I25,J91,949.0,d2-d3
J91,I46,50.0,d3-d4
I21,I25,130172.0,d1-d2
I25,K02,424.0,d2-d3
I21,I25,130172.0,d1-d2
I25,E16,819.0,d2-d3
E16,A41,72.0,d3-d4
I21,I25,130172.0,d1-d2
I25,E16,819.0,d2-d3
E16,I46,25.0,d3-d4
I21,I25,130172.0,d1-d2
I25,E16,819.0,d2-d3
E16,F01,33.0,d3-d4
I21,I25,130172.0,d1-d2
I25,E16,819.0,d2-d3
E16,J69,37.0,d3-d4
I21,I25,130172.0,d1-d2
I25,I97,561.0,d2-d3
I21,I25,130172.0,d1-d2
I25,A08,475.0,d2-d3
I21,I25,130172.0,d1-d2
I25,I33,110.0,d2-d3
I21,I20,43153.0,d1-d2
I20,J22,2912.0,d2-d3
J22,I46,71.0,d3-d4
I21,I20,43153.0,d1-d2
I20,J22,2912.0,d2-d3
J22,J96,79.0,d3-d4
I21,I20,43153.0,d1-d2
I20,J22,2912.0,d2-d3
J22,J18,369.0,d3-d4
I21,I20,43153.0,d1-d2
I20,J22,2912.0,d2-d3
J22,J69,54.0,d3-d4
I21,I20,43153.0,d1-d2
I20,J22,2912.0,d2-d3
J22,J15,21.0,d3-d4
I21,I20,43153.0,d1-d2
I20,D64,2016.0,d2-d3
D64,J18,229.0,d3-d4
I21,I20,43153.0,d1-d2
I20,D64,2016.0,d2-d3
D64,A41,116.0,d3-d4
I21,I20,43153.0,d1-d2
I20,D64,2016.0,d2-d3
D64,A49,43.0,d3-d4
I21,I20,43153.0,d1-d2
I20,D64,2016.0,d2-d3
D64,D63,31.0,d3-d4
I21,I20,43153.0,d1-d2
I20,D64,2016.0,d2-d3
D64,J96,40.0,d3-d4
I21,I20,43153.0,d1-d2
I20,D64,2016.0,d2-d3
D64,I46,63.0,d3-d4
I21,I20,43153.0,d1-d2
I20,D64,2016.0,d2-d3
D64,K55,43.0,d3-d4
I21,I20,43153.0,d1-d2
I20,D64,2016.0,d2-d3
D64,J69,25.0,d3-d4
I21,I20,43153.0,d1-d2
I20,J90,1330.0,d2-d3
J90,I46,26.0,d3-d4
I21,I20,43153.0,d1-d2
I20,J90,1330.0,d2-d3
J90,J91,54.0,d3-d4
I21,I20,43153.0,d1-d2
I20,J90,1330.0,d2-d3
J90,J69,20.0,d3-d4
I21,I20,43153.0,d1-d2
I20,N18,1838.0,d2-d3
N18,A41,135.0,d3-d4
I21,I20,43153.0,d1-d2
I20,N18,1838.0,d2-d3
N18,F05,78.0,d3-d4
I21,I20,43153.0,d1-d2
I20,N18,1838.0,d2-d3
N18,I46,55.0,d3-d4
I21,I20,43153.0,d1-d2
I20,N18,1838.0,d2-d3
N18,A49,26.0,d3-d4
I21,I20,43153.0,d1-d2
I20,N18,1838.0,d2-d3
N18,B95,68.0,d3-d4
I21,I20,43153.0,d1-d2
I20,I95,1702.0,d2-d3
I95,J18,180.0,d3-d4
I21,I20,43153.0,d1-d2
I20,I95,1702.0,d2-d3
I95,F03,57.0,d3-d4
I21,I20,43153.0,d1-d2
I20,I95,1702.0,d2-d3
I95,J69,41.0,d3-d4
I21,I20,43153.0,d1-d2
I20,I95,1702.0,d2-d3
I95,F05,37.0,d3-d4
I21,I20,43153.0,d1-d2
I20,I95,1702.0,d2-d3
I95,F01,33.0,d3-d4
I21,I20,43153.0,d1-d2
I20,I22,1356.0,d2-d3
I21,I20,43153.0,d1-d2
I20,N19,952.0,d2-d3
N19,N18,167.0,d3-d4
I21,I20,43153.0,d1-d2
I20,N19,952.0,d2-d3
N19,N17,114.0,d3-d4
I21,I20,43153.0,d1-d2
I20,N19,952.0,d2-d3
N19,I12,51.0,d3-d4
I21,I20,43153.0,d1-d2
I20,N19,952.0,d2-d3
N19,I46,37.0,d3-d4
I21,I20,43153.0,d1-d2
I20,I67,1084.0,d2-d3
I67,J69,38.0,d3-d4
I21,I20,43153.0,d1-d2
I20,I67,1084.0,d2-d3
I67,A41,44.0,d3-d4
I21,I20,43153.0,d1-d2
I20,I46,738.0,d2-d3
I21,I20,43153.0,d1-d2
I20,J81,940.0,d2-d3
I21,I20,43153.0,d1-d2
I20,I27,340.0,d2-d3
I27,A41,23.0,d3-d4
I21,I20,43153.0,d1-d2
I20,M79,1132.0,d2-d3
M79,L97,26.0,d3-d4
I21,I20,43153.0,d1-d2
I20,M79,1132.0,d2-d3
M79,N17,80.0,d3-d4
I21,I20,43153.0,d1-d2
I20,M79,1132.0,d2-d3
M79,J22,108.0,d3-d4
I21,I20,43153.0,d1-d2
I20,M79,1132.0,d2-d3
M79,B95,20.0,d3-d4
I21,I20,43153.0,d1-d2
I20,I63,759.0,d2-d3
I63,I69,70.0,d3-d4
I21,I20,43153.0,d1-d2
I20,I63,759.0,d2-d3
I63,I67,147.0,d3-d4
I21,I20,43153.0,d1-d2
I20,I63,759.0,d2-d3
I63,J18,81.0,d3-d4
I21,I20,43153.0,d1-d2
I20,I63,759.0,d2-d3
I63,G40,29.0,d3-d4
I21,I20,43153.0,d1-d2
I20,I63,759.0,d2-d3
I63,F01,20.0,d3-d4
I21,I20,43153.0,d1-d2
I20,K02,179.0,d2-d3
I21,I20,43153.0,d1-d2
I20,A08,145.0,d2-d3
I21,I20,43153.0,d1-d2
I20,I97,312.0,d2-d3
I21,I20,43153.0,d1-d2
I20,J95,189.0,d2-d3
I21,I20,43153.0,d1-d2
I20,I72,117.0,d2-d3
I21,I95,9439.0,d1-d2
I95,J18,1058.0,d2-d3
J18,J69,33.0,d3-d4
I21,I95,9439.0,d1-d2
I95,F03,382.0,d2-d3
F03,F01,42.0,d3-d4
I21,I95,9439.0,d1-d2
I95,F03,382.0,d2-d3
F03,G30,26.0,d3-d4
I21,I95,9439.0,d1-d2
I95,L89,60.0,d2-d3
I21,I95,9439.0,d1-d2
I95,J69,197.0,d2-d3
I21,I95,9439.0,d1-d2
I95,I62,25.0,d2-d3
I21,I95,9439.0,d1-d2
I95,F39,26.0,d2-d3
I21,I95,9439.0,d1-d2
I95,F02,21.0,d2-d3
I21,I22,6480.0,d1-d2
I21,I24,7977.0,d1-d2
I21,J98,4045.0,d1-d2
J98,I46,102.0,d2-d3
I21,J98,4045.0,d1-d2
J98,J69,55.0,d2-d3
K92,J18,13854.0,d1-d2
J18,J69,569.0,d2-d3
K92,I46,2450.0,d1-d2
K92,I97,1022.0,d1-d2
K92,G93,1011.0,d1-d2
K92,K65,1179.0,d1-d2
K65,I46,31.0,d2-d3
K92,K65,1179.0,d1-d2
K65,K43,36.0,d2-d3
K92,A41,7920.0,d1-d2
K92,J69,4573.0,d1-d2
K92,K72,1595.0,d1-d2
F17,B96,6094.0,d1-d2
B96,J69,209.0,d2-d3
F17,B96,6094.0,d1-d2
B96,I46,101.0,d2-d3
F17,N17,8613.0,d1-d2
N17,J69,389.0,d2-d3
F17,N17,8613.0,d1-d2
N17,F39,48.0,d2-d3
F17,C77,3307.0,d1-d2
C77,K59,214.0,d2-d3
K59,J18,29.0,d3-d4
F17,C77,3307.0,d1-d2
C77,D69,51.0,d2-d3
F17,C77,3307.0,d1-d2
C77,D70,229.0,d2-d3
F17,C77,3307.0,d1-d2
C77,C76,21.0,d2-d3
F17,C77,3307.0,d1-d2
C77,J22,384.0,d2-d3
J22,J18,69.0,d3-d4
F17,C77,3307.0,d1-d2
C77,A41,273.0,d2-d3
F17,C77,3307.0,d1-d2
C77,D63,81.0,d2-d3
F17,C77,3307.0,d1-d2
C77,K56,72.0,d2-d3
F17,C77,3307.0,d1-d2
C77,M90,36.0,d2-d3
F17,C77,3307.0,d1-d2
C77,D64,159.0,d2-d3
D64,J18,25.0,d3-d4
F17,C77,3307.0,d1-d2
C77,K12,51.0,d2-d3
F17,C77,3307.0,d1-d2
C77,I26,140.0,d2-d3
F17,C77,3307.0,d1-d2
C77,I82,23.0,d2-d3
F17,C77,3307.0,d1-d2
C77,G55,21.0,d2-d3
F17,C77,3307.0,d1-d2
C77,I89,25.0,d2-d3
F17,C78,4824.0,d1-d2
C78,A41,281.0,d2-d3
F17,C78,4824.0,d1-d2
C78,D70,154.0,d2-d3
F17,C78,4824.0,d1-d2
C78,D69,58.0,d2-d3
F17,J69,2546.0,d1-d2
F17,I46,2153.0,d1-d2
F17,E83,2229.0,d1-d2
E83,J69,71.0,d2-d3
F17,E83,2229.0,d1-d2
E83,D35,21.0,d2-d3
F17,E83,2229.0,d1-d2
E83,I46,37.0,d2-d3
F17,C79,5081.0,d1-d2
C79,D63,122.0,d2-d3
F17,C79,5081.0,d1-d2
C79,A41,267.0,d2-d3
F17,I26,3211.0,d1-d2
I26,D68,20.0,d2-d3
F17,M80,815.0,d1-d2
M80,A41,60.0,d2-d3
F17,M80,815.0,d1-d2
M80,J69,32.0,d2-d3
F17,M80,815.0,d1-d2
M80,M81,148.0,d2-d3
M81,J18,34.0,d3-d4
F17,I69,1380.0,d1-d2
I69,J69,81.0,d2-d3
F17,I69,1380.0,d1-d2
I69,A41,96.0,d2-d3
F17,F01,1281.0,d1-d2
F01,J69,90.0,d2-d3
F17,C80,1313.0,d1-d2
C80,D70,31.0,d2-d3
F17,J15,1176.0,d1-d2
F17,K55,1164.0,d1-d2
K55,K91,29.0,d2-d3
F17,J18,18635.0,d1-d2
J18,J69,590.0,d2-d3
F17,J96,7818.0,d1-d2
F17,E87,7572.0,d1-d2
E87,I46,199.0,d2-d3
F17,E87,7572.0,d1-d2
E87,J69,303.0,d2-d3
F17,I95,4857.0,d1-d2
I95,L89,34.0,d2-d3
F17,I95,4857.0,d1-d2
I95,J18,762.0,d2-d3
J18,J69,31.0,d3-d4
F17,I95,4857.0,d1-d2
I95,F05,274.0,d2-d3
F05,J69,21.0,d3-d4
F17,I95,4857.0,d1-d2
I95,J69,162.0,d2-d3
F17,I95,4857.0,d1-d2
I95,F39,41.0,d2-d3
F17,I27,2298.0,d1-d2
I27,I46,66.0,d2-d3
F17,I27,2298.0,d1-d2
I27,A41,140.0,d2-d3
F17,J90,5269.0,d1-d2
J90,J69,159.0,d2-d3
F17,J90,5269.0,d1-d2
J90,I46,105.0,d2-d3
F17,F05,3130.0,d1-d2
F05,J69,207.0,d2-d3
F17,F06,1724.0,d1-d2
F06,A41,129.0,d2-d3
F17,F06,1724.0,d1-d2
F06,F03,245.0,d2-d3
F03,F01,28.0,d3-d4
F17,F06,1724.0,d1-d2
F06,F03,245.0,d2-d3
F03,J69,24.0,d3-d4
F17,F06,1724.0,d1-d2
F06,J69,113.0,d2-d3
F17,J81,1770.0,d1-d2
F17,J91,1923.0,d1-d2
J91,I46,35.0,d2-d3
F17,B37,1790.0,d1-d2
B37,J69,63.0,d2-d3
I73,J18,11885.0,d1-d2
J18,J69,399.0,d2-d3
I73,J96,2530.0,d1-d2
I73,I46,2100.0,d1-d2
I73,A04,1931.0,d1-d2
I73,J91,1259.0,d1-d2
J91,I46,50.0,d2-d3
I73,A41,6617.0,d1-d2
I73,J90,3729.0,d1-d2
J90,I46,103.0,d2-d3
I73,J90,3729.0,d1-d2
J90,J69,99.0,d2-d3
I73,B95,4881.0,d1-d2
B95,J69,143.0,d2-d3
I73,B95,4881.0,d1-d2
B95,I46,136.0,d2-d3
I73,C34,2880.0,d1-d2
C34,C79,670.0,d2-d3
C79,A41,29.0,d3-d4
I73,C34,2880.0,d1-d2
C34,C77,251.0,d2-d3
C77,J18,31.0,d3-d4
I73,C34,2880.0,d1-d2
C34,C77,251.0,d2-d3
C77,J22,31.0,d3-d4
I73,C34,2880.0,d1-d2
C34,J22,299.0,d2-d3
J22,J18,36.0,d3-d4
I73,C34,2880.0,d1-d2
C34,D63,65.0,d2-d3
I73,C34,2880.0,d1-d2
C34,I26,95.0,d2-d3
I73,C34,2880.0,d1-d2
C34,I46,21.0,d2-d3
I73,C34,2880.0,d1-d2
C34,J98,116.0,d2-d3
J98,C79,23.0,d3-d4
I73,C34,2880.0,d1-d2
C34,D70,62.0,d2-d3
I73,C34,2880.0,d1-d2
C34,J15,24.0,d2-d3
I73,C34,2880.0,d1-d2
C34,J96,66.0,d2-d3
I73,C34,2880.0,d1-d2
C34,I31,22.0,d2-d3
I73,C34,2880.0,d1-d2
C34,M90,32.0,d2-d3
I73,A49,1888.0,d1-d2
I73,L89,1360.0,d1-d2
I73,J15,639.0,d1-d2
M54,J18,12007.0,d1-d2
J18,J69,423.0,d2-d3
M54,F05,4129.0,d1-d2
F05,J69,258.0,d2-d3
M54,F06,2061.0,d1-d2
F06,A41,152.0,d2-d3
M54,F06,2061.0,d1-d2
F06,F03,366.0,d2-d3
F03,G30,27.0,d3-d4
M54,F06,2061.0,d1-d2
F06,F03,366.0,d2-d3
F03,F01,29.0,d3-d4
M54,F06,2061.0,d1-d2
F06,F03,366.0,d2-d3
F03,F00,20.0,d3-d4
M54,F06,2061.0,d1-d2
F06,F03,366.0,d2-d3
F03,J69,26.0,d3-d4
M54,F06,2061.0,d1-d2
F06,J69,119.0,d2-d3
M54,F03,4717.0,d1-d2
F03,G30,407.0,d2-d3
G30,J69,22.0,d3-d4
M54,F03,4717.0,d1-d2
F03,F01,415.0,d2-d3
F01,J69,37.0,d3-d4
M54,F03,4717.0,d1-d2
F03,F02,54.0,d2-d3
M54,F03,4717.0,d1-d2
F03,J69,222.0,d2-d3
M54,M53,1155.0,d1-d2
M54,G99,808.0,d1-d2
G99,A41,57.0,d2-d3
M54,C80,1566.0,d1-d2
C80,D70,50.0,d2-d3
M54,L89,935.0,d1-d2
M54,M46,1057.0,d1-d2
M54,J22,12411.0,d1-d2
J22,J69,485.0,d2-d3
M54,J22,12411.0,d1-d2
J22,J18,2110.0,d2-d3
J18,J69,97.0,d3-d4
M54,J22,12411.0,d1-d2
J22,J96,477.0,d2-d3
M54,J22,12411.0,d1-d2
J22,F39,54.0,d2-d3
M54,J22,12411.0,d1-d2
J22,I46,160.0,d2-d3
M54,J22,12411.0,d1-d2
J22,J15,143.0,d2-d3
M54,C79,4479.0,d1-d2
C79,D63,159.0,d2-d3
M54,C79,4479.0,d1-d2
C79,A41,275.0,d2-d3
M54,G55,2117.0,d1-d2
M54,A09,4078.0,d1-d2
A09,J69,116.0,d2-d3
M54,M90,480.0,d1-d2
M54,G82,406.0,d1-d2
M54,J10,768.0,d1-d2
I63,J18,11810.0,d1-d2
J18,J69,753.0,d2-d3
I63,F03,5688.0,d1-d2
F03,F01,626.0,d2-d3
F01,J69,52.0,d3-d4
I63,F03,5688.0,d1-d2
F03,J69,429.0,d2-d3
I63,F03,5688.0,d1-d2
F03,F02,38.0,d2-d3
I63,A04,1942.0,d1-d2
I63,I67,19577.0,d1-d2
I67,A41,1159.0,d2-d3
I63,I67,19577.0,d1-d2
I67,J69,1311.0,d2-d3
I63,I67,19577.0,d1-d2
I67,I46,265.0,d2-d3
I63,I69,9858.0,d1-d2
I69,E86,444.0,d2-d3
E86,J69,46.0,d3-d4
I63,I69,9858.0,d1-d2
I69,N17,659.0,d2-d3
N17,J69,63.0,d3-d4
I63,I69,9858.0,d1-d2
I69,A41,666.0,d2-d3
I63,I69,9858.0,d1-d2
I69,J18,1333.0,d2-d3
J18,J69,87.0,d3-d4
I63,I69,9858.0,d1-d2
I69,J69,685.0,d2-d3
I63,F01,4241.0,d1-d2
F01,J69,323.0,d2-d3
I63,G40,3616.0,d1-d2
G40,J18,457.0,d2-d3
J18,J69,45.0,d3-d4
I63,G40,3616.0,d1-d2
G40,G41,127.0,d2-d3
I63,G40,3616.0,d1-d2
G40,A41,216.0,d2-d3
I63,G40,3616.0,d1-d2
G40,J69,313.0,d2-d3
I63,G40,3616.0,d1-d2
G40,J96,55.0,d2-d3
I63,G40,3616.0,d1-d2
G40,I46,46.0,d2-d3
I63,Q21,462.0,d1-d2
I63,G41,455.0,d1-d2
J22,J69,11055.0,d1-d2
J22,I46,4457.0,d1-d2
J22,J18,45544.0,d1-d2
J18,J69,2117.0,d2-d3
J22,J96,11199.0,d1-d2
J22,J15,3131.0,d1-d2
J22,F39,645.0,d1-d2
C50,C77,19012.0,d1-d2
C77,J22,1016.0,d2-d3
J22,J18,90.0,d3-d4
C50,C77,19012.0,d1-d2
C77,A41,1483.0,d2-d3
C50,C77,19012.0,d1-d2
C77,D70,1994.0,d2-d3
C50,C77,19012.0,d1-d2
C77,I80,388.0,d2-d3
I80,A41,38.0,d3-d4
C50,C77,19012.0,d1-d2
C77,J90,597.0,d2-d3
J90,J91,66.0,d3-d4
C50,C77,19012.0,d1-d2
C77,D64,571.0,d2-d3
D64,A41,65.0,d3-d4
C50,C77,19012.0,d1-d2
C77,D64,571.0,d2-d3
D64,D63,24.0,d3-d4
C50,C77,19012.0,d1-d2
C77,D64,571.0,d2-d3
D64,J18,52.0,d3-d4
C50,C77,19012.0,d1-d2
C77,K56,138.0,d2-d3
C50,C77,19012.0,d1-d2
C77,K59,576.0,d2-d3
K59,J18,45.0,d3-d4
C50,C77,19012.0,d1-d2
C77,K59,576.0,d2-d3
K59,A41,52.0,d3-d4
C50,C77,19012.0,d1-d2
C77,I89,205.0,d2-d3
C50,C77,19012.0,d1-d2
C77,K52,572.0,d2-d3
K52,A41,62.0,d3-d4
C50,C77,19012.0,d1-d2
C77,K52,572.0,d2-d3
K52,J18,35.0,d3-d4
C50,C77,19012.0,d1-d2
C77,I82,83.0,d2-d3
C50,C77,19012.0,d1-d2
C77,M90,190.0,d2-d3
C50,C77,19012.0,d1-d2
C77,D63,296.0,d2-d3
C50,C77,19012.0,d1-d2
C77,K12,201.0,d2-d3
C50,C77,19012.0,d1-d2
C77,K43,47.0,d2-d3
C50,C77,19012.0,d1-d2
C77,G55,74.0,d2-d3
C50,C77,19012.0,d1-d2
C77,C76,27.0,d2-d3
C50,L03,2994.0,d1-d2
L03,A41,217.0,d2-d3
C50,L03,2994.0,d1-d2
L03,L89,24.0,d2-d3
C50,L03,2994.0,d1-d2
L03,A04,34.0,d2-d3
C50,L03,2994.0,d1-d2
L03,J96,34.0,d2-d3
C50,J45,2158.0,d1-d2
J45,B95,44.0,d2-d3
C50,J45,2158.0,d1-d2
J45,J96,30.0,d2-d3
C50,M79,2332.0,d1-d2
M79,B95,44.0,d2-d3
C50,M79,2332.0,d1-d2
M79,A49,22.0,d2-d3
C50,D70,5258.0,d1-d2
C50,A41,4274.0,d1-d2
