Source,Target,Count,Stage
D64,A41,20.0,d3-d4
C15,C77,3418.0,d1-d2
C77,J90,260.0,d2-d3
J90,J69,22.0,d3-d4
C15,C77,3418.0,d1-d2
C77,D70,275.0,d2-d3
C15,C77,3418.0,d1-d2
C77,K52,147.0,d2-d3
K52,A41,22.0,d3-d4
C15,C77,3418.0,d1-d2
C77,K56,58.0,d2-d3
C15,C77,3418.0,d1-d2
C77,K12,29.0,d2-d3
C15,C77,3418.0,d1-d2
C77,A41,227.0,d2-d3
C15,C77,3418.0,d1-d2
C77,M90,25.0,d2-d3
C15,C77,3418.0,d1-d2
C77,K43,20.0,d2-d3
C15,C77,3418.0,d1-d2
C77,I82,27.0,d2-d3
C15,C77,3418.0,d1-d2
C77,D63,190.0,d2-d3
C15,K31,860.0,d1-d2
K31,A41,33.0,d2-d3
C15,K31,860.0,d1-d2
K31,J69,42.0,d2-d3
C15,K31,860.0,d1-d2
K31,E86,21.0,d2-d3
C15,K31,860.0,d1-d2
K31,N17,26.0,d2-d3
C15,C80,1044.0,d1-d2
C80,D70,59.0,d2-d3
C15,E86,877.0,d1-d2
E86,J69,60.0,d2-d3
C15,J69,1459.0,d1-d2
C15,D63,1099.0,d1-d2
C15,K92,1746.0,d1-d2
K92,A41,65.0,d2-d3
C15,K92,1746.0,d1-d2
K92,J69,107.0,d2-d3
C15,K92,1746.0,d1-d2
K92,I46,26.0,d2-d3
C15,J22,1982.0,d1-d2
J22,J69,163.0,d2-d3
C15,J22,1982.0,d1-d2
J22,J96,46.0,d2-d3
C15,K59,1119.0,d1-d2
K59,J69,60.0,d2-d3
C15,K59,1119.0,d1-d2
K59,A41,48.0,d2-d3
C15,D70,994.0,d1-d2
C15,J90,1259.0,d1-d2
J90,J69,89.0,d2-d3
C15,K22,5991.0,d1-d2
K22,C78,1053.0,d2-d3
C78,A41,44.0,d3-d4
C15,K22,5991.0,d1-d2
K22,C78,1053.0,d2-d3
C78,D70,39.0,d3-d4
C15,K22,5991.0,d1-d2
K22,J86,131.0,d2-d3
C15,K22,5991.0,d1-d2
K22,J69,442.0,d2-d3
C15,K22,5991.0,d1-d2
K22,D63,218.0,d2-d3
C15,K22,5991.0,d1-d2
K22,J90,379.0,d2-d3
J90,J69,36.0,d3-d4
C15,K22,5991.0,d1-d2
K22,J90,379.0,d2-d3
J90,J91,20.0,d3-d4
C15,C78,5187.0,d1-d2
C78,A41,235.0,d2-d3
C15,C78,5187.0,d1-d2
C78,D70,248.0,d2-d3
C15,D64,1456.0,d1-d2
D64,D63,127.0,d2-d3
C15,D64,1456.0,d1-d2
D64,A41,81.0,d2-d3
C15,D64,1456.0,d1-d2
D64,J69,86.0,d2-d3
C15,J98,438.0,d1-d2
J98,J69,35.0,d2-d3
C15,J86,415.0,d1-d2
C15,B37,449.0,d1-d2
B37,J69,43.0,d2-d3
C15,E83,493.0,d1-d2
E83,J69,44.0,d2-d3
F05,J69,5145.0,d1-d2
J98,C79,2175.0,d1-d2
C79,D63,53.0,d2-d3
J98,C79,2175.0,d1-d2
C79,A41,95.0,d2-d3
J98,I46,968.0,d1-d2
J98,J69,1613.0,d1-d2
K31,C78,2178.0,d1-d2
C78,D70,79.0,d2-d3
K31,C78,2178.0,d1-d2
C78,A41,147.0,d2-d3
K31,A41,3176.0,d1-d2
K31,N17,4404.0,d1-d2
N17,J69,188.0,d2-d3
K31,N17,4404.0,d1-d2
N17,F39,22.0,d2-d3
K31,J90,1985.0,d1-d2
J90,I46,50.0,d2-d3
K31,J90,1985.0,d1-d2
J90,J69,77.0,d2-d3
K31,K72,1317.0,d1-d2
K31,N19,1340.0,d1-d2
N19,N18,207.0,d2-d3
N18,A41,35.0,d3-d4
K31,N19,1340.0,d1-d2
N19,N18,207.0,d2-d3
N18,B95,24.0,d3-d4
K31,N19,1340.0,d1-d2
N19,I46,52.0,d2-d3
K31,K65,899.0,d1-d2
K65,I46,25.0,d2-d3
K31,K65,899.0,d1-d2
K65,K43,26.0,d2-d3
K31,J69,1237.0,d1-d2
K31,E87,3216.0,d1-d2
E87,I46,90.0,d2-d3
K31,E87,3216.0,d1-d2
E87,J69,128.0,d2-d3
K31,E86,1474.0,d1-d2
E86,J69,61.0,d2-d3
K31,E86,1474.0,d1-d2
E86,I46,25.0,d2-d3
K31,C80,758.0,d1-d2
C80,D70,21.0,d2-d3
K31,G31,694.0,d1-d2
G31,J69,47.0,d2-d3
K31,G31,694.0,d1-d2
G31,A41,83.0,d2-d3
K31,G93,736.0,d1-d2
K31,K43,690.0,d1-d2
E66,J18,4735.0,d1-d2
J18,J69,125.0,d2-d3
E66,D64,3076.0,d1-d2
D64,A41,274.0,d2-d3
E66,D64,3076.0,d1-d2
D64,A49,71.0,d2-d3
E66,D64,3076.0,d1-d2
D64,D63,57.0,d2-d3
E66,D64,3076.0,d1-d2
D64,I46,63.0,d2-d3
E66,D64,3076.0,d1-d2
D64,K72,34.0,d2-d3
E66,D64,3076.0,d1-d2
D64,J96,99.0,d2-d3
E66,D64,3076.0,d1-d2
D64,K55,46.0,d2-d3
E66,D64,3076.0,d1-d2
D64,J69,42.0,d2-d3
E66,D64,3076.0,d1-d2
D64,G93,27.0,d2-d3
E66,D64,3076.0,d1-d2
D64,C80,26.0,d2-d3
E66,A41,3116.0,d1-d2
E66,J90,1828.0,d1-d2
J90,J91,63.0,d2-d3
E66,J90,1828.0,d1-d2
J90,I46,35.0,d2-d3
E66,J90,1828.0,d1-d2
J90,J69,39.0,d2-d3
E66,I46,890.0,d1-d2
E66,I95,1839.0,d1-d2
I95,L89,20.0,d2-d3
E66,I95,1839.0,d1-d2
I95,J69,34.0,d2-d3
E66,I95,1839.0,d1-d2
I95,F05,72.0,d2-d3
E66,N17,5006.0,d1-d2
N17,J69,127.0,d2-d3
E66,N17,5006.0,d1-d2
N17,F39,22.0,d2-d3
E66,B96,3179.0,d1-d2
B96,J69,67.0,d2-d3
E66,B96,3179.0,d1-d2
B96,I46,52.0,d2-d3
E66,E87,2939.0,d1-d2
E87,J69,60.0,d2-d3
E66,E87,2939.0,d1-d2
E87,I46,80.0,d2-d3
E66,B95,2046.0,d1-d2
B95,J69,31.0,d2-d3
E66,B95,2046.0,d1-d2
B95,I46,49.0,d2-d3
E66,N19,1516.0,d1-d2
N19,N18,310.0,d2-d3
N18,A41,36.0,d3-d4
E66,N19,1516.0,d1-d2
N19,N18,310.0,d2-d3
N18,B95,21.0,d3-d4
E66,N19,1516.0,d1-d2
N19,I46,41.0,d2-d3
E66,L89,449.0,d1-d2
E66,A49,789.0,d1-d2
J45,B95,3784.0,d1-d2
B95,J69,85.0,d2-d3
J45,B95,3784.0,d1-d2
B95,I46,69.0,d2-d3
J45,E87,5783.0,d1-d2
E87,J69,180.0,d2-d3
J45,E87,5783.0,d1-d2
E87,I46,121.0,d2-d3
J45,I27,1542.0,d1-d2
I27,A41,96.0,d2-d3
J45,I27,1542.0,d1-d2
I27,I46,48.0,d2-d3
J45,J15,950.0,d1-d2
J45,J18,14873.0,d1-d2
J18,J69,391.0,d2-d3
J45,B96,7729.0,d1-d2
B96,J69,197.0,d2-d3
J45,B96,7729.0,d1-d2
B96,I46,78.0,d2-d3
J45,J96,3772.0,d1-d2
J45,B37,1859.0,d1-d2
B37,J69,61.0,d2-d3
E10,J18,3923.0,d1-d2
J18,J69,149.0,d2-d3
E10,K59,2075.0,d1-d2
K59,A41,170.0,d2-d3
E10,K59,2075.0,d1-d2
K59,L89,41.0,d2-d3
E10,K59,2075.0,d1-d2
K59,J69,54.0,d2-d3
E10,J81,1049.0,d1-d2
E10,F03,1344.0,d1-d2
F03,J69,59.0,d2-d3
E10,J96,807.0,d1-d2
E10,A49,926.0,d1-d2
E10,A04,818.0,d1-d2
E10,N17,3584.0,d1-d2
N17,J69,127.0,d2-d3
E10,N18,4041.0,d1-d2
N18,B95,361.0,d2-d3
B95,I46,23.0,d3-d4
E10,N18,4041.0,d1-d2
N18,A41,505.0,d2-d3
E10,N18,4041.0,d1-d2
N18,I46,156.0,d2-d3
E10,N18,4041.0,d1-d2
N18,A49,146.0,d2-d3
E10,N18,4041.0,d1-d2
N18,L89,65.0,d2-d3
E10,N18,4041.0,d1-d2
N18,J10,26.0,d2-d3
E10,N18,4041.0,d1-d2
N18,N25,49.0,d2-d3
E10,B95,2179.0,d1-d2
B95,J69,57.0,d2-d3
E10,B95,2179.0,d1-d2
B95,I46,74.0,d2-d3
E10,J22,4270.0,d1-d2
J22,J18,609.0,d2-d3
J18,J69,29.0,d3-d4
E10,J22,4270.0,d1-d2
J22,J96,171.0,d2-d3
E10,J22,4270.0,d1-d2
J22,I46,112.0,d2-d3
E10,J22,4270.0,d1-d2
J22,J69,133.0,d2-d3
E10,J22,4270.0,d1-d2
J22,J15,49.0,d2-d3
E10,I67,2179.0,d1-d2
I67,A41,161.0,d2-d3
E10,I67,2179.0,d1-d2
I67,I46,56.0,d2-d3
E10,I67,2179.0,d1-d2
I67,J69,112.0,d2-d3
E10,E87,2543.0,d1-d2
E87,I46,101.0,d2-d3
E10,E87,2543.0,d1-d2
E87,J69,90.0,d2-d3
E10,A41,2677.0,d1-d2
E10,B96,2594.0,d1-d2
B96,I46,61.0,d2-d3
E10,B96,2594.0,d1-d2
B96,J69,84.0,d2-d3
E10,N19,2226.0,d1-d2
N19,N18,556.0,d2-d3
N18,A41,71.0,d3-d4
E10,N19,2226.0,d1-d2
N19,N18,556.0,d2-d3
N18,B95,74.0,d3-d4
E10,N19,2226.0,d1-d2
N19,N18,556.0,d2-d3
N18,I46,31.0,d3-d4
E10,N19,2226.0,d1-d2
N19,N18,556.0,d2-d3
N18,A49,26.0,d3-d4
E10,N19,2226.0,d1-d2
N19,N18,556.0,d2-d3
N18,K65,24.0,d3-d4
E10,N19,2226.0,d1-d2
N19,I46,104.0,d2-d3
E10,N19,2226.0,d1-d2
N19,I12,141.0,d2-d3
I12,A41,26.0,d3-d4
E10,N19,2226.0,d1-d2
N19,I12,141.0,d2-d3
I12,B95,26.0,d3-d4
E10,N19,2226.0,d1-d2
N19,I12,141.0,d2-d3
I12,J18,25.0,d3-d4
E10,E86,1387.0,d1-d2
E86,I46,27.0,d2-d3
E10,E86,1387.0,d1-d2
E86,J69,55.0,d2-d3
E10,J90,1372.0,d1-d2
J90,I46,41.0,d2-d3
E10,J90,1372.0,d1-d2
J90,J69,38.0,d2-d3
E10,N08,1522.0,d1-d2
N08,A41,227.0,d2-d3
E10,I95,1572.0,d1-d2
I95,J69,45.0,d2-d3
E10,I95,1572.0,d1-d2
I95,L89,21.0,d2-d3
E10,J69,682.0,d1-d2
E10,F01,661.0,d1-d2
F01,J69,47.0,d2-d3
E10,I46,777.0,d1-d2
E10,L89,422.0,d1-d2
E10,F06,492.0,d1-d2
F06,A41,51.0,d2-d3
E10,F06,492.0,d1-d2
F06,J69,25.0,d2-d3
E10,M86,747.0,d1-d2
E10,F05,771.0,d1-d2
F05,J69,48.0,d2-d3
D12,C77,2084.0,d1-d2
C77,J22,161.0,d2-d3
J22,J18,22.0,d3-d4
D12,C77,2084.0,d1-d2
C77,E86,67.0,d2-d3
D12,C77,2084.0,d1-d2
C77,A41,149.0,d2-d3
D12,C77,2084.0,d1-d2
C77,I26,73.0,d2-d3
D12,C77,2084.0,d1-d2
C77,D70,115.0,d2-d3
D12,C77,2084.0,d1-d2
C77,D63,87.0,d2-d3
D12,C77,2084.0,d1-d2
C77,K43,53.0,d2-d3
D12,C77,2084.0,d1-d2
C77,J91,43.0,d2-d3
D12,C77,2084.0,d1-d2
C77,B37,26.0,d2-d3
D12,C78,3707.0,d1-d2
C78,D70,148.0,d2-d3
D12,C78,3707.0,d1-d2
C78,A41,236.0,d2-d3
D12,K66,1228.0,d1-d2
D12,K43,1265.0,d1-d2
D12,I97,2107.0,d1-d2
D12,K56,2805.0,d1-d2
K56,I46,21.0,d2-d3
D12,C16,437.0,d1-d2
C16,D63,49.0,d2-d3
D12,C16,437.0,d1-d2
C16,D70,22.0,d2-d3
D12,C16,437.0,d1-d2
C16,I26,23.0,d2-d3
C77,K59,3505.0,d1-d2
K59,A41,282.0,d2-d3
C77,K59,3505.0,d1-d2
K59,J69,53.0,d2-d3
C77,A41,5152.0,d1-d2
C77,J22,5307.0,d1-d2
J22,J18,664.0,d2-d3
J18,J69,26.0,d3-d4
C77,J22,5307.0,d1-d2
J22,J96,125.0,d2-d3
C77,J22,5307.0,d1-d2
J22,J69,158.0,d2-d3
C77,J22,5307.0,d1-d2
J22,I46,59.0,d2-d3
C77,J22,5307.0,d1-d2
J22,J15,42.0,d2-d3
C77,K52,2612.0,d1-d2
K52,A49,32.0,d2-d3
C77,K52,2612.0,d1-d2
K52,A41,264.0,d2-d3
C77,K52,2612.0,d1-d2
K52,J69,35.0,d2-d3
C77,K52,2612.0,d1-d2
K52,F05,29.0,d2-d3
C77,K52,2612.0,d1-d2
K52,A08,24.0,d2-d3
C77,J18,5799.0,d1-d2
J18,J69,136.0,d2-d3
C77,E86,1643.0,d1-d2
E86,J69,44.0,d2-d3
C77,B37,1227.0,d1-d2
B37,J69,43.0,d2-d3
C77,K12,883.0,d1-d2
C77,B95,1891.0,d1-d2
B95,J69,43.0,d2-d3
C77,D64,3539.0,d1-d2
D64,A41,349.0,d2-d3
C77,D64,3539.0,d1-d2
D64,D63,201.0,d2-d3
C77,D64,3539.0,d1-d2
D64,J96,32.0,d2-d3
C77,D64,3539.0,d1-d2
D64,J69,63.0,d2-d3
C77,D64,3539.0,d1-d2
D64,A49,29.0,d2-d3
C77,D70,5188.0,d1-d2
C77,J90,2871.0,d1-d2
J90,I46,26.0,d2-d3
C77,J90,2871.0,d1-d2
J90,J69,67.0,d2-d3
C77,D63,2195.0,d1-d2
C77,J91,2157.0,d1-d2
J91,I46,27.0,d2-d3
C77,I80,1862.0,d1-d2
I80,A41,153.0,d2-d3
C77,E83,1965.0,d1-d2
E83,J69,42.0,d2-d3
C77,I82,504.0,d1-d2
C77,G55,403.0,d1-d2
C77,G95,418.0,d1-d2
G95,A41,23.0,d2-d3
C77,M90,725.0,d1-d2
C77,K43,600.0,d1-d2
C77,I89,682.0,d1-d2
C77,C76,503.0,d1-d2
G20,J18,4898.0,d1-d2
J18,J69,420.0,d2-d3
G20,J69,2416.0,d1-d2
G20,A41,1968.0,d1-d2
G20,E86,1464.0,d1-d2
E86,J69,147.0,d2-d3
G20,J22,4412.0,d1-d2
J22,J69,469.0,d2-d3
G20,J22,4412.0,d1-d2
J22,J18,785.0,d2-d3
J18,J69,89.0,d3-d4
G20,J22,4412.0,d1-d2
J22,J15,47.0,d2-d3
G20,J22,4412.0,d1-d2
J22,I46,61.0,d2-d3
G20,J22,4412.0,d1-d2
J22,J96,103.0,d2-d3
G20,B96,2485.0,d1-d2
B96,J69,277.0,d2-d3
G20,B96,2485.0,d1-d2
B96,I46,23.0,d2-d3
G20,L89,603.0,d1-d2
G20,A49,541.0,d1-d2
G20,A04,629.0,d1-d2
K85,J18,3126.0,d1-d2
J18,J69,121.0,d2-d3
K85,K31,1187.0,d1-d2
K31,J69,29.0,d2-d3
K85,K31,1187.0,d1-d2
K31,A41,107.0,d2-d3
K85,K31,1187.0,d1-d2
K31,K72,31.0,d2-d3
K85,K31,1187.0,d1-d2
K31,K43,28.0,d2-d3
K85,K66,993.0,d1-d2
K85,K82,1596.0,d1-d2
K85,E10,822.0,d1-d2
E10,A41,82.0,d2-d3
K85,E10,822.0,d1-d2
E10,J96,35.0,d2-d3
K85,E10,822.0,d1-d2
E10,J18,69.0,d2-d3
K85,E10,822.0,d1-d2
E10,A49,22.0,d2-d3
K85,K86,7301.0,d1-d2
K86,A41,474.0,d2-d3
K85,K81,3504.0,d1-d2
K81,K43,61.0,d2-d3
K85,A41,2589.0,d1-d2
K85,K43,568.0,d1-d2
K85,K65,588.0,d1-d2
K65,K43,22.0,d2-d3
K85,I46,444.0,d1-d2
D41,D64,1446.0,d1-d2
D64,A49,28.0,d2-d3
D41,D64,1446.0,d1-d2
D64,J96,22.0,d2-d3
D41,D64,1446.0,d1-d2
D64,D63,73.0,d2-d3
D41,D64,1446.0,d1-d2
D64,A41,127.0,d2-d3
D41,D64,1446.0,d1-d2
D64,J69,24.0,d2-d3
D41,D64,1446.0,d1-d2
D64,K55,27.0,d2-d3
D41,N17,1881.0,d1-d2
N17,J69,44.0,d2-d3
D41,N35,1266.0,d1-d2
D41,N32,3818.0,d1-d2
N32,K43,37.0,d2-d3
D41,N32,3818.0,d1-d2
N32,K56,69.0,d2-d3
D41,N39,3295.0,d1-d2
N39,L89,26.0,d2-d3
D41,N39,3295.0,d1-d2
N39,J69,83.0,d2-d3
D41,N18,1541.0,d1-d2
N18,I46,22.0,d2-d3
D41,N18,1541.0,d1-d2
N18,A41,144.0,d2-d3
D41,N18,1541.0,d1-d2
N18,A49,30.0,d2-d3
D41,D30,588.0,d1-d2
D41,C34,636.0,d1-d2
C34,D63,20.0,d2-d3
D41,C34,636.0,d1-d2
C34,C80,29.0,d2-d3
D41,C34,636.0,d1-d2
C34,J91,26.0,d2-d3
D41,C34,636.0,d1-d2
C34,I26,23.0,d2-d3
K22,C78,3176.0,d1-d2
C78,D70,99.0,d2-d3
K22,C78,3176.0,d1-d2
C78,A41,147.0,d2-d3
K22,J90,2786.0,d1-d2
J90,J69,168.0,d2-d3
K22,J90,2786.0,d1-d2
J90,I46,47.0,d2-d3
K22,J69,2700.0,d1-d2
K22,E83,1154.0,d1-d2
E83,J69,58.0,d2-d3
K22,E83,1154.0,d1-d2
E83,I46,27.0,d2-d3
K22,D63,814.0,d1-d2
K22,K72,629.0,d1-d2
K22,J86,444.0,d1-d2
K63,C78,3336.0,d1-d2
C78,A41,283.0,d2-d3
K63,C78,3336.0,d1-d2
C78,D70,132.0,d2-d3
K63,C78,3336.0,d1-d2
C78,D69,23.0,d2-d3
K63,K43,1700.0,d1-d2
G31,J18,4439.0,d1-d2
J18,J69,290.0,d2-d3
G31,A41,2040.0,d1-d2
G31,F00,911.0,d1-d2
F00,J69,50.0,d2-d3
G31,J69,1959.0,d1-d2
G31,F01,2019.0,d1-d2
F01,J69,174.0,d2-d3
G31,L89,447.0,d1-d2
E11,K63,5421.0,d1-d2
K63,K43,85.0,d2-d3
E11,F01,3873.0,d1-d2
F01,J69,240.0,d2-d3
E11,A08,1461.0,d1-d2
E11,M86,1531.0,d1-d2
E11,C64,1037.0,d1-d2
C64,D63,46.0,d2-d3
E11,C64,1037.0,d1-d2
C64,I26,29.0,d2-d3
E11,I79,1192.0,d1-d2
E11,N03,1138.0,d1-d2
N03,A41,98.0,d2-d3
E11,G63,1307.0,d1-d2
E11,G99,974.0,d1-d2
G99,A41,96.0,d2-d3
E11,K75,846.0,d1-d2
E11,G59,863.0,d1-d2
E11,E10,11846.0,d1-d2
E10,J18,1113.0,d2-d3
J18,J69,42.0,d3-d4
E11,E10,11846.0,d1-d2
E10,N17,957.0,d2-d3
N17,J69,25.0,d3-d4
E11,E10,11846.0,d1-d2
E10,J81,316.0,d2-d3
E11,E10,11846.0,d1-d2
E10,K59,548.0,d2-d3
K59,J18,76.0,d3-d4
E11,E10,11846.0,d1-d2
E10,K59,548.0,d2-d3
K59,A41,48.0,d3-d4
E11,E10,11846.0,d1-d2
E10,I67,656.0,d2-d3
I67,A41,50.0,d3-d4
E11,E10,11846.0,d1-d2
E10,I67,656.0,d2-d3
I67,J69,33.0,d3-d4
E11,E10,11846.0,d1-d2
E10,I95,490.0,d2-d3
I95,J18,65.0,d3-d4
E11,E10,11846.0,d1-d2
E10,I95,490.0,d2-d3
I95,F05,20.0,d3-d4
E11,E10,11846.0,d1-d2
E10,I95,490.0,d2-d3
I95,F03,27.0,d3-d4
E11,E10,11846.0,d1-d2
E10,M86,210.0,d2-d3
E11,E10,11846.0,d1-d2
E10,J69,190.0,d2-d3
E11,E10,11846.0,d1-d2
E10,N19,725.0,d2-d3
N19,N18,192.0,d3-d4
E11,E10,11846.0,d1-d2
E10,N19,725.0,d2-d3
N19,I46,30.0,d3-d4
E11,E10,11846.0,d1-d2
E10,N19,725.0,d2-d3
N19,N17,107.0,d3-d4
E11,E10,11846.0,d1-d2
E10,N19,725.0,d2-d3
N19,I12,47.0,d3-d4
E11,E10,11846.0,d1-d2
E10,B95,668.0,d2-d3
B95,J69,21.0,d3-d4
E11,E10,11846.0,d1-d2
E10,B95,668.0,d2-d3
B95,I46,26.0,d3-d4
E11,E10,11846.0,d1-d2
E10,N08,428.0,d2-d3
N08,A41,70.0,d3-d4
E11,E10,11846.0,d1-d2
E10,N08,428.0,d2-d3
N08,B95,57.0,d3-d4
E11,E10,11846.0,d1-d2
E10,A04,242.0,d2-d3
E11,E10,11846.0,d1-d2
E10,N18,1135.0,d2-d3
N18,F05,32.0,d3-d4
E11,E10,11846.0,d1-d2
E10,N18,1135.0,d2-d3
N18,A41,137.0,d3-d4
E11,E10,11846.0,d1-d2
E10,N18,1135.0,d2-d3
N18,I46,45.0,d3-d4
E11,E10,11846.0,d1-d2
E10,N18,1135.0,d2-d3
N18,A49,47.0,d3-d4
E11,E10,11846.0,d1-d2
E10,N18,1135.0,d2-d3
N18,K65,22.0,d3-d4
E11,E10,11846.0,d1-d2
E10,N18,1135.0,d2-d3
N18,B95,103.0,d3-d4
E11,E10,11846.0,d1-d2
E10,E87,693.0,d2-d3
E87,I46,30.0,d3-d4
E11,E10,11846.0,d1-d2
E10,E87,693.0,d2-d3
E87,J69,23.0,d3-d4
E11,E10,11846.0,d1-d2
E10,B96,703.0,d2-d3
B96,J69,27.0,d3-d4
E11,E10,11846.0,d1-d2
E10,B96,703.0,d2-d3
B96,I46,21.0,d3-d4
E11,E10,11846.0,d1-d2
E10,F03,374.0,d2-d3
F03,F01,37.0,d3-d4
E11,E10,11846.0,d1-d2
E10,L89,139.0,d2-d3
E11,E10,11846.0,d1-d2
E10,J90,374.0,d2-d3
J90,J91,24.0,d3-d4
E11,E10,11846.0,d1-d2
E10,J96,255.0,d2-d3
E11,E10,11846.0,d1-d2
E10,I46,263.0,d2-d3
E11,E10,11846.0,d1-d2
E10,J22,1255.0,d2-d3
J22,J18,185.0,d3-d4
E11,E10,11846.0,d1-d2
E10,J22,1255.0,d2-d3
J22,I46,37.0,d3-d4
E11,E10,11846.0,d1-d2
E10,J22,1255.0,d2-d3
J22,J69,41.0,d3-d4
E11,E10,11846.0,d1-d2
E10,J22,1255.0,d2-d3
J22,J96,46.0,d3-d4
E11,E10,11846.0,d1-d2
E10,A41,779.0,d2-d3
E11,E10,11846.0,d1-d2
E10,F06,119.0,d2-d3
F06,F03,27.0,d3-d4
E11,E10,11846.0,d1-d2
E10,A49,326.0,d2-d3
E11,D50,10126.0,d1-d2
D50,G93,67.0,d2-d3
E11,D50,10126.0,d1-d2
D50,A41,725.0,d2-d3
E11,D50,10126.0,d1-d2
D50,A49,195.0,d2-d3
E11,D50,10126.0,d1-d2
D50,C78,360.0,d2-d3
C78,A41,23.0,d3-d4
E11,D50,10126.0,d1-d2
D50,F05,337.0,d2-d3
F05,J69,32.0,d3-d4
E11,D50,10126.0,d1-d2
D50,F03,399.0,d2-d3
F03,G30,26.0,d3-d4
E11,D50,10126.0,d1-d2
D50,F03,399.0,d2-d3
F03,J69,24.0,d3-d4
E11,D50,10126.0,d1-d2
D50,F03,399.0,d2-d3
F03,F01,43.0,d3-d4
E11,D50,10126.0,d1-d2
D50,J18,1171.0,d2-d3
J18,J69,44.0,d3-d4
E11,D50,10126.0,d1-d2
D50,I46,199.0,d2-d3
E11,D50,10126.0,d1-d2
D50,J10,55.0,d2-d3
E11,D50,10126.0,d1-d2
D50,K72,105.0,d2-d3
E11,D50,10126.0,d1-d2
D50,D63,208.0,d2-d3
E11,D50,10126.0,d1-d2
D50,L89,101.0,d2-d3
E11,D50,10126.0,d1-d2
D50,C26,30.0,d2-d3
E11,D50,10126.0,d1-d2
D50,J96,231.0,d2-d3
E11,D50,10126.0,d1-d2
D50,K66,55.0,d2-d3
E11,M79,8327.0,d1-d2
M79,A49,137.0,d2-d3
E11,M79,8327.0,d1-d2
M79,J22,783.0,d2-d3
J22,J18,110.0,d3-d4
E11,M79,8327.0,d1-d2
M79,J22,783.0,d2-d3
J22,J96,37.0,d3-d4
E11,M79,8327.0,d1-d2
M79,J22,783.0,d2-d3
J22,J69,26.0,d3-d4
E11,M79,8327.0,d1-d2
M79,L97,358.0,d2-d3
L97,A41,53.0,d3-d4
E11,M79,8327.0,d1-d2
M79,L97,358.0,d2-d3
L97,J18,49.0,d3-d4
E11,M79,8327.0,d1-d2
M79,N17,728.0,d2-d3
N17,J69,36.0,d3-d4
E11,M79,8327.0,d1-d2
M79,M86,77.0,d2-d3
E11,M79,8327.0,d1-d2
M79,L89,71.0,d2-d3
E11,M79,8327.0,d1-d2
M79,F06,122.0,d2-d3
F06,F03,25.0,d3-d4
E11,I50,24024.0,d1-d2
I50,A41,1631.0,d2-d3
E11,I50,24024.0,d1-d2
I50,A49,506.0,d2-d3
E11,I50,24024.0,d1-d2
I50,I46,938.0,d2-d3
E11,E14,13647.0,d1-d2
E14,J18,1249.0,d2-d3
J18,J69,42.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,J69,23.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,B96,66.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,N19,66.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,N08,30.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,J18,120.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,J22,142.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,E86,43.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,F03,33.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,I67,62.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,J90,39.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,I95,43.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,A41,80.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,N17,93.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,J96,32.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,J81,23.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,E87,71.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,M86,25.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,N18,100.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,A49,46.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,B95,61.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,K59,59.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,J91,22.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,A04,26.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E10,1000.0,d2-d3
E10,I46,27.0,d3-d4
E11,E14,13647.0,d1-d2
E14,N17,1099.0,d2-d3
N17,J69,40.0,d3-d4
E11,E14,13647.0,d1-d2
E14,J22,1243.0,d2-d3
J22,J69,57.0,d3-d4
