source,target,count,stage,start_stage,disease1,disease2,disease3,sex,age_group,simd,n_death,dataset
C509,G309,12,d1-d2,d1,C509,G309,,Female,All,All,9,trj5_F.csv
C509,G309 D,25,d1-d2,d1,C509,G309 D,,Female,All,All,16,trj5_F.csv
C509,G451,144,d1-d2,d1,C509,G451,C795,Female,All,All,5,trj5_F.csv
G451,C795,5,d2-d3,d2,C509,G451,C795,Female,All,All,5,trj5_F.csv
C509,G451,144,d1-d2,d1,C509,G451,,Female,All,All,9,trj5_F.csv
C509,G459,95,d1-d2,d1,C509,G459,,Female,All,All,10,trj5_F.csv
C509,I619,7,d1-d2,d1,C509,I619,,Female,All,All,6,trj5_F.csv
C509,J459,5,d1-d2,d1,C509,J459,G459,Female,All,All,<5,trj5_F.csv
J459,G459,5,d2-d3,d2,C509,J459,G459,Female,All,All,<5,trj5_F.csv
C519,C774,10,d1-d2,d1,C519,C774,,Female,All,All,9,trj5_F.csv
C539,C775,11,d1-d2,d1,C539,C775,,Female,All,All,5,trj5_F.csv
C539,C780,16,d1-d2,d1,C539,C780,,Female,All,All,15,trj5_F.csv
C539,C786,7,d1-d2,d1,C539,C786,,Female,All,All,7,trj5_F.csv
C539,C787,14,d1-d2,d1,C539,C787,,Female,All,All,14,trj5_F.csv
C539,C798,14,d1-d2,d1,C539,C798,,Female,All,All,9,trj5_F.csv
C539,N19X,8,d1-d2,d1,C539,N19X,,Female,All,All,7,trj5_F.csv
C541,C772,8,d1-d2,d1,C541,C772,,Female,All,All,6,trj5_F.csv
C541,C775,13,d1-d2,d1,C541,C775,,Female,All,All,5,trj5_F.csv
C541,C780,27,d1-d2,d1,C541,C780,,Female,All,All,24,trj5_F.csv
C541,C786,28,d1-d2,d1,C541,C786,,Female,All,All,25,trj5_F.csv
C541,C787,13,d1-d2,d1,C541,C787,,Female,All,All,13,trj5_F.csv
C541,C795,7,d1-d2,d1,C541,C795,,Female,All,All,6,trj5_F.csv
C541,C798,8,d1-d2,d1,C541,C798,,Female,All,All,<5,trj5_F.csv
C541,C80X,8,d1-d2,d1,C541,C80X,,Female,All,All,8,trj5_F.csv
C541,E119,51,d1-d2,d1,C541,E119,,Female,All,All,11,trj5_F.csv
C541,G459,32,d1-d2,d1,C541,G459,,Female,All,All,<5,trj5_F.csv
C55X,C780,12,d1-d2,d1,C55X,C780,,Female,All,All,12,trj5_F.csv
C56X,C780,13,d1-d2,d1,C56X,C780,,Female,All,All,12,trj5_F.csv
C56X,C785,13,d1-d2,d1,C56X,C785,,Female,All,All,8,trj5_F.csv
C56X,C786,172,d1-d2,d1,C56X,C786,,Female,All,All,146,trj5_F.csv
C56X,C787,37,d1-d2,d1,C56X,C787,,Female,All,All,35,trj5_F.csv
C56X,C788,5,d1-d2,d1,C56X,C788,,Female,All,All,5,trj5_F.csv
C56X,C793,19,d1-d2,d1,C56X,C793,,Female,All,All,18,trj5_F.csv
C56X,C796,19,d1-d2,d1,C56X,C796,,Female,All,All,19,trj5_F.csv
C64X,C780,40,d1-d2,d1,C64X,C780,,Female,All,All,35,trj5_F.csv
C64X,C787,12,d1-d2,d1,C64X,C787,,Female,All,All,11,trj5_F.csv
C64X,C790,5,d1-d2,d1,C64X,C790,,Female,All,All,5,trj5_F.csv
C64X,C793,7,d1-d2,d1,C64X,C793,,Female,All,All,7,trj5_F.csv
C64X,C795,15,d1-d2,d1,C64X,C795,,Female,All,All,13,trj5_F.csv
C64X,C797,5,d1-d2,d1,C64X,C797,,Female,All,All,5,trj5_F.csv
C64X,C80X,12,d1-d2,d1,C64X,C80X,,Female,All,All,12,trj5_F.csv
C64X,N183,5,d1-d2,d1,C64X,N183,,Female,All,All,<5,trj5_F.csv
C679,C775,7,d1-d2,d1,C679,C775,,Female,All,All,<5,trj5_F.csv
C679,C780,13,d1-d2,d1,C679,C780,,Female,All,All,13,trj5_F.csv
C679,C786,6,d1-d2,d1,C679,C786,,Female,All,All,6,trj5_F.csv
C679,C787,13,d1-d2,d1,C679,C787,,Female,All,All,12,trj5_F.csv
C679,C791,5,d1-d2,d1,C679,C791,,Female,All,All,5,trj5_F.csv
C679,C795,16,d1-d2,d1,C679,C795,,Female,All,All,14,trj5_F.csv
C679,E119,21,d1-d2,d1,C679,E119,,Female,All,All,11,trj5_F.csv
C679,F03X,10,d1-d2,d1,C679,F03X,,Female,All,All,10,trj5_F.csv
C679,J449,11,d1-d2,d1,C679,J449,,Female,All,All,7,trj5_F.csv
C679,N189,6,d1-d2,d1,C679,N189,,Female,All,All,5,trj5_F.csv
C679,N19X,8,d1-d2,d1,C679,N19X,,Female,All,All,8,trj5_F.csv
C73X,C770,9,d1-d2,d1,C73X,C770,,Female,All,All,<5,trj5_F.csv
C73X,C780,6,d1-d2,d1,C73X,C780,,Female,All,All,5,trj5_F.csv
C773,C509,17,d1-d2,d1,C773,C509,G451,Female,All,All,<5,trj5_F.csv
C509,G451,12,d2-d3,d2,C773,C509,G451,Female,All,All,<5,trj5_F.csv
C773,C509,17,d1-d2,d1,C773,C509,G459,Female,All,All,,trj5_F.csv
C509,G459,5,d2-d3,d2,C773,C509,G459,Female,All,All,,trj5_F.csv
C900,N19X,14,d1-d2,d1,C900,N19X,,Female,All,All,11,trj5_F.csv
E101,E103 D,17,d1-d2,d1,E101,E103 D,,Female,All,All,,trj5_F.csv
E101,J459,18,d1-d2,d1,E101,J459,,Female,All,All,,trj5_F.csv
E109,E103 D,25,d1-d2,d1,E109,E103 D,,Female,All,All,<5,trj5_F.csv
E109,I64X,7,d1-d2,d1,E109,I64X,,Female,All,All,5,trj5_F.csv
E109,J459,29,d1-d2,d1,E109,J459,,Female,All,All,<5,trj5_F.csv
E109,N189,5,d1-d2,d1,E109,N189,,Female,All,All,<5,trj5_F.csv
E119,C509,5,d1-d2,d1,E119,C509,C795,Female,All,All,5,trj5_F.csv
C509,C795,5,d2-d3,d2,E119,C509,C795,Female,All,All,5,trj5_F.csv
E119,E113 D,19,d1-d2,d1,E119,E113 D,,Female,All,All,5,trj5_F.csv
E119,E115,7,d1-d2,d1,E119,E115,,Female,All,All,<5,trj5_F.csv
E119,F019,56,d1-d2,d1,E119,F019,,Female,All,All,48,trj5_F.csv
E119,F03X,123,d1-d2,d1,E119,F03X,N189,Female,All,All,5,trj5_F.csv
F03X,N189,5,d2-d3,d2,E119,F03X,N189,Female,All,All,5,trj5_F.csv
E119,F03X,123,d1-d2,d1,E119,F03X,,Female,All,All,105,trj5_F.csv
E119,F051,19,d1-d2,d1,E119,F051,,Female,All,All,13,trj5_F.csv
E119,G308 D,5,d1-d2,d1,E119,G308 D,,Female,All,All,<5,trj5_F.csv
E119,G309,25,d1-d2,d1,E119,G309,,Female,All,All,19,trj5_F.csv
E119,G309 D,35,d1-d2,d1,E119,G309 D,,Female,All,All,24,trj5_F.csv
E119,G451,229,d1-d2,d1,E119,G451,J440,Female,All,All,,trj5_F.csv
G451,J440,5,d2-d3,d2,E119,G451,J440,Female,All,All,,trj5_F.csv
E119,G451,229,d1-d2,d1,E119,G451,J459,Female,All,All,,trj5_F.csv
G451,J459,6,d2-d3,d2,E119,G451,J459,Female,All,All,,trj5_F.csv
E119,G451,229,d1-d2,d1,E119,G451,N183,Female,All,All,,trj5_F.csv
G451,N183,10,d2-d3,d2,E119,G451,N183,Female,All,All,,trj5_F.csv
E119,G451,229,d1-d2,d1,E119,G451,,Female,All,All,18,trj5_F.csv
E119,G459,170,d1-d2,d1,E119,G459,N183,Female,All,All,<5,trj5_F.csv
G459,N183,8,d2-d3,d2,E119,G459,N183,Female,All,All,<5,trj5_F.csv
E119,G459,170,d1-d2,d1,E119,G459,,Female,All,All,17,trj5_F.csv
E119,I2190,5,d1-d2,d1,E119,I2190,I5010,Female,All,All,<5,trj5_F.csv
I2190,I5010,5,d2-d3,d2,E119,I2190,I5010,Female,All,All,<5,trj5_F.csv
E119,I252,5,d1-d2,d1,E119,I252,F03X,Female,All,All,5,trj5_F.csv
I252,F03X,5,d2-d3,d2,E119,I252,F03X,Female,All,All,5,trj5_F.csv
E119,I500,5,d1-d2,d1,E119,I500,N189,Female,All,All,5,trj5_F.csv
I500,N189,5,d2-d3,d2,E119,I500,N189,Female,All,All,5,trj5_F.csv
E119,I5009,11,d1-d2,d1,E119,I5009,,Female,All,All,<5,trj5_F.csv
E119,I5099,7,d1-d2,d1,E119,I5099,,Female,All,All,<5,trj5_F.csv
E119,I639,5,d1-d2,d1,E119,I639,F019,Female,All,All,<5,trj5_F.csv
I639,F019,5,d2-d3,d2,E119,I639,F019,Female,All,All,<5,trj5_F.csv
E119,I679,5,d1-d2,d1,E119,I679,F03X,Female,All,All,5,trj5_F.csv
I679,F03X,5,d2-d3,d2,E119,I679,F03X,Female,All,All,5,trj5_F.csv
E119,J459,22,d1-d2,d1,E119,J459,G451,Female,All,All,<5,trj5_F.csv
J459,G451,13,d2-d3,d2,E119,J459,G451,Female,All,All,<5,trj5_F.csv
E119,J459,22,d1-d2,d1,E119,J459,G459,Female,All,All,,trj5_F.csv
J459,G459,9,d2-d3,d2,E119,J459,G459,Female,All,All,,trj5_F.csv
E119,K760,35,d1-d2,d1,E119,K760,G451,Female,All,All,<5,trj5_F.csv
K760,G451,6,d2-d3,d2,E119,K760,G451,Female,All,All,<5,trj5_F.csv
E119,K760,35,d1-d2,d1,E119,K760,,Female,All,All,<5,trj5_F.csv
E119,N183,167,d1-d2,d1,E119,N183,F03X,Female,All,All,10,trj5_F.csv
N183,F03X,13,d2-d3,d2,E119,N183,F03X,Female,All,All,10,trj5_F.csv
E119,N183,167,d1-d2,d1,E119,N183,F051,Female,All,All,<5,trj5_F.csv
N183,F051,5,d2-d3,d2,E119,N183,F051,Female,All,All,<5,trj5_F.csv
E119,N183,167,d1-d2,d1,E119,N183,G451,Female,All,All,<5,trj5_F.csv
N183,G451,9,d2-d3,d2,E119,N183,G451,Female,All,All,<5,trj5_F.csv
E119,N183,167,d1-d2,d1,E119,N183,G459,Female,All,All,<5,trj5_F.csv
N183,G459,13,d2-d3,d2,E119,N183,G459,Female,All,All,<5,trj5_F.csv
E119,N183,167,d1-d2,d1,E119,N183,,Female,All,All,47,trj5_F.csv
E119,N184,7,d1-d2,d1,E119,N184,,Female,All,All,<5,trj5_F.csv
E119,N189,60,d1-d2,d1,E119,N189,,Female,All,All,45,trj5_F.csv
G451,C153,5,d1-d2,d1,G451,C153,,Female,All,All,5,trj5_F.csv
G451,C154,6,d1-d2,d1,G451,C154,,Female,All,All,5,trj5_F.csv
G451,C155,23,d1-d2,d1,G451,C155,C787,Female,All,All,5,trj5_F.csv
C155,C787,6,d2-d3,d2,G451,C155,C787,Female,All,All,5,trj5_F.csv
G451,C155,23,d1-d2,d1,G451,C155,,Female,All,All,14,trj5_F.csv
G451,C159,53,d1-d2,d1,G451,C159,C787,Female,All,All,9,trj5_F.csv
C159,C787,9,d2-d3,d2,G451,C159,C787,Female,All,All,9,trj5_F.csv
G451,C159,53,d1-d2,d1,G451,C159,,Female,All,All,35,trj5_F.csv
G451,C180,12,d1-d2,d1,G451,C180,C772,Female,All,All,5,trj5_F.csv
C180,C772,6,d2-d3,d2,G451,C180,C772,Female,All,All,5,trj5_F.csv
G451,C180,12,d1-d2,d1,G451,C180,C787,Female,All,All,<5,trj5_F.csv
C180,C787,6,d2-d3,d2,G451,C180,C787,Female,All,All,<5,trj5_F.csv
G451,C259,5,d1-d2,d1,G451,C259,C787,Female,All,All,5,trj5_F.csv
C259,C787,5,d2-d3,d2,G451,C259,C787,Female,All,All,5,trj5_F.csv
G451,C504,7,d1-d2,d1,G451,C504,C773,Female,All,All,,trj5_F.csv
C504,C773,7,d2-d3,d2,G451,C504,C773,Female,All,All,,trj5_F.csv
G451,C508,7,d1-d2,d1,G451,C508,C773,Female,All,All,,trj5_F.csv
C508,C773,7,d2-d3,d2,G451,C508,C773,Female,All,All,,trj5_F.csv
G451,C509,11,d1-d2,d1,G451,C509,C773,Female,All,All,,trj5_F.csv
C509,C773,11,d2-d3,d2,G451,C509,C773,Female,All,All,,trj5_F.csv
G451,C56X,6,d1-d2,d1,G451,C56X,C786,Female,All,All,<5,trj5_F.csv
C56X,C786,6,d2-d3,d2,G451,C56X,C786,Female,All,All,<5,trj5_F.csv
G451,C900,9,d1-d2,d1,G451,C900,,Female,All,All,<5,trj5_F.csv
G451,E119,19,d1-d2,d1,G451,E119,K760,Female,All,All,,trj5_F.csv
E119,K760,5,d2-d3,d2,G451,E119,K760,Female,All,All,,trj5_F.csv
G451,E119,19,d1-d2,d1,G451,E119,N183,Female,All,All,<5,trj5_F.csv
E119,N183,14,d2-d3,d2,G451,E119,N183,Female,All,All,<5,trj5_F.csv
G451,I2190,35,d1-d2,d1,G451,I2190,E119,Female,All,All,,trj5_F.csv
I2190,E119,6,d2-d3,d2,G451,I2190,E119,Female,All,All,,trj5_F.csv
G451,I2190,35,d1-d2,d1,G451,I2190,,Female,All,All,<5,trj5_F.csv
G451,I5019,12,d1-d2,d1,G451,I5019,,Female,All,All,<5,trj5_F.csv
G451,J439,19,d1-d2,d1,G451,J439,,Female,All,All,<5,trj5_F.csv
G451,J449,115,d1-d2,d1,G451,J449,E119,Female,All,All,<5,trj5_F.csv
J449,E119,10,d2-d3,d2,G451,J449,E119,Female,All,All,<5,trj5_F.csv
G451,J449,115,d1-d2,d1,G451,J449,N183,Female,All,All,,trj5_F.csv
J449,N183,6,d2-d3,d2,G451,J449,N183,Female,All,All,,trj5_F.csv
G451,J449,115,d1-d2,d1,G451,J449,,Female,All,All,16,trj5_F.csv
G451,J459,11,d1-d2,d1,G451,J459,E119,Female,All,All,,trj5_F.csv
J459,E119,11,d2-d3,d2,G451,J459,E119,Female,All,All,,trj5_F.csv
G451,J47X,23,d1-d2,d1,G451,J47X,,Female,All,All,6,trj5_F.csv
G451,K703,5,d1-d2,d1,G451,K703,,Female,All,All,<5,trj5_F.csv
G451,K746,6,d1-d2,d1,G451,K746,,Female,All,All,<5,trj5_F.csv
G451,N183,105,d1-d2,d1,G451,N183,E119,Female,All,All,<5,trj5_F.csv
N183,E119,5,d2-d3,d2,G451,N183,E119,Female,All,All,<5,trj5_F.csv
G451,N183,105,d1-d2,d1,G451,N183,F03X,Female,All,All,5,trj5_F.csv
N183,F03X,7,d2-d3,d2,G451,N183,F03X,Female,All,All,5,trj5_F.csv
G451,N183,105,d1-d2,d1,G451,N183,,Female,All,All,22,trj5_F.csv
G459,C159,10,d1-d2,d1,G459,C159,,Female,All,All,9,trj5_F.csv
G459,C182,9,d1-d2,d1,G459,C182,,Female,All,All,<5,trj5_F.csv
G459,C259,5,d1-d2,d1,G459,C259,C787,Female,All,All,5,trj5_F.csv
C259,C787,5,d2-d3,d2,G459,C259,C787,Female,All,All,5,trj5_F.csv
G459,C509,6,d1-d2,d1,G459,C509,C773,Female,All,All,<5,trj5_F.csv
C509,C773,6,d2-d3,d2,G459,C509,C773,Female,All,All,<5,trj5_F.csv
G459,E119,7,d1-d2,d1,G459,E119,N183,Female,All,All,<5,trj5_F.csv
E119,N183,7,d2-d3,d2,G459,E119,N183,Female,All,All,<5,trj5_F.csv
G459,G819,16,d1-d2,d1,G459,G819,,Female,All,All,8,trj5_F.csv
G459,I2190,16,d1-d2,d1,G459,I2190,,Female,All,All,<5,trj5_F.csv
G459,I5010,5,d1-d2,d1,G459,I5010,,Female,All,All,<5,trj5_F.csv
G459,I5019,11,d1-d2,d1,G459,I5019,,Female,All,All,<5,trj5_F.csv
G459,J440,5,d1-d2,d1,G459,J440,N183,Female,All,All,<5,trj5_F.csv
J440,N183,5,d2-d3,d2,G459,J440,N183,Female,All,All,<5,trj5_F.csv
G459,J459,10,d1-d2,d1,G459,J459,E119,Female,All,All,<5,trj5_F.csv
J459,E119,10,d2-d3,d2,G459,J459,E119,Female,All,All,<5,trj5_F.csv
G459,N183,91,d1-d2,d1,G459,N183,E119,Female,All,All,,trj5_F.csv
N183,E119,5,d2-d3,d2,G459,N183,E119,Female,All,All,,trj5_F.csv
G459,N183,91,d1-d2,d1,G459,N183,F03X,Female,All,All,<5,trj5_F.csv
N183,F03X,5,d2-d3,d2,G459,N183,F03X,Female,All,All,<5,trj5_F.csv
G459,N183,91,d1-d2,d1,G459,N183,,Female,All,All,17,trj5_F.csv
G819,I690,5,d1-d2,d1,G819,I690,,Female,All,All,<5,trj5_F.csv
G819,I693,10,d1-d2,d1,G819,I693,,Female,All,All,6,trj5_F.csv
G819,I694,13,d1-d2,d1,G819,I694,,Female,All,All,6,trj5_F.csv
I210,I501,61,d1-d2,d1,I210,I501,F03X,Female,All,All,6,trj5_F.csv
I501,F03X,6,d2-d3,d2,I210,I501,F03X,Female,All,All,6,trj5_F.csv
I210,I501,61,d1-d2,d1,I210,I501,N189,Female,All,All,6,trj5_F.csv
I501,N189,6,d2-d3,d2,I210,I501,N189,Female,All,All,6,trj5_F.csv
I210,I501,61,d1-d2,d1,I210,I501,,Female,All,All,38,trj5_F.csv
I210,I64X,5,d1-d2,d1,I210,I64X,,Female,All,All,<5,trj5_F.csv
I2101,I5010,17,d1-d2,d1,I2101,I5010,,Female,All,All,<5,trj5_F.csv
I2101,I5019,8,d1-d2,d1,I2101,I5019,,Female,All,All,<5,trj5_F.csv
I211,E119,9,d1-d2,d1,I211,E119,,Female,All,All,6,trj5_F.csv
I211,I501,36,d1-d2,d1,I211,I501,,Female,All,All,23,trj5_F.csv
I2111,E119,7,d1-d2,d1,I2111,E119,,Female,All,All,<5,trj5_F.csv
I2111,I5010,21,d1-d2,d1,I2111,I5010,,Female,All,All,<5,trj5_F.csv
I212,I501,7,d1-d2,d1,I212,I501,,Female,All,All,5,trj5_F.csv
I214,I500,5,d1-d2,d1,I214,I500,,Female,All,All,5,trj5_F.csv
I214,I501,10,d1-d2,d1,I214,I501,,Female,All,All,8,trj5_F.csv
I214,J449,7,d1-d2,d1,I214,J449,,Female,All,All,6,trj5_F.csv
I219,E119,22,d1-d2,d1,I219,E119,,Female,All,All,15,trj5_F.csv
I219,F03X,35,d1-d2,d1,I219,F03X,,Female,All,All,34,trj5_F.csv
I219,G309,7,d1-d2,d1,I219,G309,,Female,All,All,7,trj5_F.csv
I219,G309 D,6,d1-d2,d1,I219,G309 D,,Female,All,All,6,trj5_F.csv
I219,I500,52,d1-d2,d1,I219,I500,N189,Female,All,All,9,trj5_F.csv
I500,N189,9,d2-d3,d2,I219,I500,N189,Female,All,All,9,trj5_F.csv
I219,I500,52,d1-d2,d1,I219,I500,,Female,All,All,43,trj5_F.csv
I219,I501,106,d1-d2,d1,I219,I501,E119,Female,All,All,5,trj5_F.csv
I501,E119,5,d2-d3,d2,I219,I501,E119,Female,All,All,5,trj5_F.csv
I219,I501,106,d1-d2,d1,I219,I501,F03X,Female,All,All,7,trj5_F.csv
I501,F03X,7,d2-d3,d2,I219,I501,F03X,Female,All,All,7,trj5_F.csv
I219,I501,106,d1-d2,d1,I219,I501,G451,Female,All,All,<5,trj5_F.csv
I501,G451,5,d2-d3,d2,I219,I501,G451,Female,All,All,<5,trj5_F.csv
I219,I501,106,d1-d2,d1,I219,I501,N189,Female,All,All,6,trj5_F.csv
I501,N189,6,d2-d3,d2,I219,I501,N189,Female,All,All,6,trj5_F.csv
I219,I501,106,d1-d2,d1,I219,I501,,Female,All,All,73,trj5_F.csv
I219,I509,20,d1-d2,d1,I219,I509,,Female,All,All,19,trj5_F.csv
I219,J449,24,d1-d2,d1,I219,J449,,Female,All,All,20,trj5_F.csv
I219,N189,10,d1-d2,d1,I219,N189,,Female,All,All,10,trj5_F.csv
I219,N19X,22,d1-d2,d1,I219,N19X,I500,Female,All,All,5,trj5_F.csv
N19X,I500,5,d2-d3,d2,I219,N19X,I500,Female,All,All,5,trj5_F.csv
I219,N19X,22,d1-d2,d1,I219,N19X,I501,Female,All,All,5,trj5_F.csv
N19X,I501,5,d2-d3,d2,I219,N19X,I501,Female,All,All,5,trj5_F.csv
I219,N19X,22,d1-d2,d1,I219,N19X,,Female,All,All,12,trj5_F.csv
I2190,E119,32,d1-d2,d1,I2190,E119,,Female,All,All,7,trj5_F.csv
I2190,I501,16,d1-d2,d1,I2190,I501,,Female,All,All,8,trj5_F.csv
I2190,I5010,22,d1-d2,d1,I2190,I5010,,Female,All,All,6,trj5_F.csv
I2190,I5019,13,d1-d2,d1,I2190,I5019,,Female,All,All,<5,trj5_F.csv
I2190,J440,9,d1-d2,d1,I2190,J440,,Female,All,All,<5,trj5_F.csv
I2190,N183,11,d1-d2,d1,I2190,N183,,Female,All,All,<5,trj5_F.csv
I2191,I5019,6,d1-d2,d1,I2191,I5019,,Female,All,All,<5,trj5_F.csv
I252,E119,23,d1-d2,d1,I252,E119,,Female,All,All,12,trj5_F.csv
I252,F019,9,d1-d2,d1,I252,F019,,Female,All,All,8,trj5_F.csv
I252,F03X,30,d1-d2,d1,I252,F03X,,Female,All,All,30,trj5_F.csv
I252,G309,11,d1-d2,d1,I252,G309,,Female,All,All,11,trj5_F.csv
I252,G309 D,9,d1-d2,d1,I252,G309 D,,Female,All,All,7,trj5_F.csv
I252,G459,5,d1-d2,d1,I252,G459,N183,Female,All,All,<5,trj5_F.csv
G459,N183,5,d2-d3,d2,I252,G459,N183,Female,All,All,<5,trj5_F.csv
I252,N189,6,d1-d2,d1,I252,N189,,Female,All,All,<5,trj5_F.csv
I500,F019,11,d1-d2,d1,I500,F019,,Female,All,All,11,trj5_F.csv
I500,F03X,56,d1-d2,d1,I500,F03X,,Female,All,All,55,trj5_F.csv
I500,I120,5,d1-d2,d1,I500,I120,,Female,All,All,5,trj5_F.csv
I500,I252,5,d1-d2,d1,I500,I252,N189,Female,All,All,5,trj5_F.csv
I252,N189,5,d2-d3,d2,I500,I252,N189,Female,All,All,5,trj5_F.csv
I500,I64X,31,d1-d2,d1,I500,I64X,,Female,All,All,29,trj5_F.csv
I500,I679,20,d1-d2,d1,I500,I679,,Female,All,All,19,trj5_F.csv
I500,J449,46,d1-d2,d1,I500,J449,F03X,Female,All,All,5,trj5_F.csv
J449,F03X,5,d2-d3,d2,I500,J449,F03X,Female,All,All,5,trj5_F.csv
I500,J449,46,d1-d2,d1,I500,J449,,Female,All,All,39,trj5_F.csv
I500,N189,62,d1-d2,d1,I500,N189,E119,Female,All,All,<5,trj5_F.csv
N189,E119,5,d2-d3,d2,I500,N189,E119,Female,All,All,<5,trj5_F.csv
I500,N189,62,d1-d2,d1,I500,N189,F03X,Female,All,All,5,trj5_F.csv
N189,F03X,5,d2-d3,d2,I500,N189,F03X,Female,All,All,5,trj5_F.csv
I500,N189,62,d1-d2,d1,I500,N189,,Female,All,All,50,trj5_F.csv
I500,N19X,47,d1-d2,d1,I500,N19X,,Female,All,All,45,trj5_F.csv
I5009,N189,13,d1-d2,d1,I5009,N189,,Female,All,All,12,trj5_F.csv
I501,F03X,34,d1-d2,d1,I501,F03X,,Female,All,All,34,trj5_F.csv
I501,I120,5,d1-d2,d1,I501,I120,,Female,All,All,<5,trj5_F.csv
I501,I219,5,d1-d2,d1,I501,I219,N189,Female,All,All,<5,trj5_F.csv
I219,N189,5,d2-d3,d2,I501,I219,N189,Female,All,All,<5,trj5_F.csv
I501,I252,46,d1-d2,d1,I501,I252,N189,Female,All,All,5,trj5_F.csv
I252,N189,5,d2-d3,d2,I501,I252,N189,Female,All,All,5,trj5_F.csv
I501,I252,46,d1-d2,d1,I501,I252,,Female,All,All,38,trj5_F.csv
I501,I679,14,d1-d2,d1,I501,I679,,Female,All,All,14,trj5_F.csv
I501,J449,24,d1-d2,d1,I501,J449,,Female,All,All,23,trj5_F.csv
I501,N189,36,d1-d2,d1,I501,N189,,Female,All,All,33,trj5_F.csv
I501,N19X,30,d1-d2,d1,I501,N19X,,Female,All,All,29,trj5_F.csv
I5019,N183,8,d1-d2,d1,I5019,N183,,Female,All,All,6,trj5_F.csv
I509,N189,20,d1-d2,d1,I509,N189,,Female,All,All,20,trj5_F.csv
I509,N19X,8,d1-d2,d1,I509,N19X,,Female,All,All,8,trj5_F.csv
I5099,N183,5,d1-d2,d1,I5099,N183,,Female,All,All,<5,trj5_F.csv
I609,J459,11,d1-d2,d1,I609,J459,,Female,All,All,<5,trj5_F.csv
I619,F019,13,d1-d2,d1,I619,F019,,Female,All,All,13,trj5_F.csv
I619,G819,10,d1-d2,d1,I619,G819,,Female,All,All,8,trj5_F.csv
I620,F019,5,d1-d2,d1,I620,F019,,Female,All,All,5,trj5_F.csv
I620,F03X,15,d1-d2,d1,I620,F03X,,Female,All,All,15,trj5_F.csv
I639,C719,6,d1-d2,d1,I639,C719,,Female,All,All,6,trj5_F.csv
I639,E119,123,d1-d2,d1,I639,E119,F019,Female,All,All,5,trj5_F.csv
E119,F019,6,d2-d3,d2,I639,E119,F019,Female,All,All,5,trj5_F.csv
I639,E119,123,d1-d2,d1,I639,E119,F03X,Female,All,All,6,trj5_F.csv
E119,F03X,6,d2-d3,d2,I639,E119,F03X,Female,All,All,6,trj5_F.csv
I639,E119,123,d1-d2,d1,I639,E119,N183,Female,All,All,<5,trj5_F.csv
E119,N183,8,d2-d3,d2,I639,E119,N183,Female,All,All,<5,trj5_F.csv
I639,E119,123,d1-d2,d1,I639,E119,,Female,All,All,62,trj5_F.csv
I639,F011,7,d1-d2,d1,I639,F011,,Female,All,All,7,trj5_F.csv
I639,F019,71,d1-d2,d1,I639,F019,N189,Female,All,All,5,trj5_F.csv
F019,N189,5,d2-d3,d2,I639,F019,N189,Female,All,All,5,trj5_F.csv
I639,F019,71,d1-d2,d1,I639,F019,,Female,All,All,59,trj5_F.csv
I639,F03X,91,d1-d2,d1,I639,F03X,,Female,All,All,83,trj5_F.csv
I639,F051,5,d1-d2,d1,I639,F051,,Female,All,All,<5,trj5_F.csv
I639,G309,11,d1-d2,d1,I639,G309,,Female,All,All,8,trj5_F.csv
I639,G309 D,12,d1-d2,d1,I639,G309 D,,Female,All,All,11,trj5_F.csv
I639,G819,44,d1-d2,d1,I639,G819,,Female,All,All,20,trj5_F.csv
I639,I219,5,d1-d2,d1,I639,I219,I501,Female,All,All,5,trj5_F.csv
I219,I501,5,d2-d3,d2,I639,I219,I501,Female,All,All,5,trj5_F.csv
I639,I252,19,d1-d2,d1,I639,I252,,Female,All,All,15,trj5_F.csv
I639,I5019,5,d1-d2,d1,I639,I5019,,Female,All,All,<5,trj5_F.csv
I639,I5099,5,d1-d2,d1,I639,I5099,,Female,All,All,5,trj5_F.csv
I639,I709,5,d1-d2,d1,I639,I709,,Female,All,All,<5,trj5_F.csv
I639,I714,5,d1-d2,d1,I639,I714,,Female,All,All,5,trj5_F.csv
I639,J449,37,d1-d2,d1,I639,J449,,Female,All,All,24,trj5_F.csv
I639,N183,38,d1-d2,d1,I639,N183,,Female,All,All,17,trj5_F.csv
I64X,E119,90,d1-d2,d1,I64X,E119,F03X,Female,All,All,12,trj5_F.csv
E119,F03X,12,d2-d3,d2,I64X,E119,F03X,Female,All,All,12,trj5_F.csv
I64X,E119,90,d1-d2,d1,I64X,E119,N183,Female,All,All,<5,trj5_F.csv
E119,N183,6,d2-d3,d2,I64X,E119,N183,Female,All,All,<5,trj5_F.csv
I64X,E119,90,d1-d2,d1,I64X,E119,,Female,All,All,37,trj5_F.csv
I64X,F011,14,d1-d2,d1,I64X,F011,,Female,All,All,10,trj5_F.csv
I64X,F019,53,d1-d2,d1,I64X,F019,,Female,All,All,47,trj5_F.csv
I64X,F03X,154,d1-d2,d1,I64X,F03X,E119,Female,All,All,7,trj5_F.csv
F03X,E119,8,d2-d3,d2,I64X,F03X,E119,Female,All,All,7,trj5_F.csv
I64X,F03X,154,d1-d2,d1,I64X,F03X,N189,Female,All,All,5,trj5_F.csv
